exp,method,benchmark,seed,final_regret,n_iters,distinct_regret,incumbent_improved,final_cost,lf_fraction,path
mfdro_stage2_v3,Currin_2D,Currin_2D,43,0.8212010561372995,100,2,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/Currin_2D__MF-DRO__seed43.mf.json
mfdro_stage2_v3,Currin_2D,Currin_2D,44,0.018928380281099777,100,2,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/Currin_2D__MF-DRO__seed44.mf.json
mfdro_stage2_v3,Currin_2D,Currin_2D,45,0.3785185107100393,100,1,,166.0,0.95,results/mfdro_stage2_v3/checkpoints/Currin_2D__MF-DRO__seed45.mf.json
mfdro_stage2_v3,Currin_2D,Currin_2D,46,0.03461869644495863,100,1,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/Currin_2D__MF-DRO__seed46.mf.json
mfdro_stage2_v3,Currin_2D,Currin_2D,42,0.0028643529744449836,100,2,,,,results/mfdro_stage2_v3/checkpoints/Currin_2D__SF-DRO-rotate-MES__seed42.json
mfdro_stage2_v3,Currin_2D,Currin_2D,43,0.17016820824344414,100,3,,,,results/mfdro_stage2_v3/checkpoints/Currin_2D__SF-DRO-rotate-MES__seed43.json
mfdro_stage2_v3,Currin_2D,Currin_2D,44,0.43804782923356456,100,3,,,,results/mfdro_stage2_v3/checkpoints/Currin_2D__SF-DRO-rotate-MES__seed44.json
mfdro_stage2_v3,Currin_2D,Currin_2D,45,0.013682569438058678,100,4,,,,results/mfdro_stage2_v3/checkpoints/Currin_2D__SF-DRO-rotate-MES__seed45.json
mfdro_stage2_v3,Currin_2D,Currin_2D,46,0.23294630989194332,100,2,,,,results/mfdro_stage2_v3/checkpoints/Currin_2D__SF-DRO-rotate-MES__seed46.json
mfdro_stage2_v3,Greedy-MES,Ackley_10D,42,5.753481568890248,100,9,,469.0,0.59,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Ackley_10D__seed42.json
mfdro_stage2_v3,Greedy-MES,Ackley_10D,43,6.09988561823485,100,1,,577.0,0.47,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Ackley_10D__seed43.json
mfdro_stage2_v3,Greedy-MES,Ackley_10D,44,6.031489099143197,100,6,,523.0,0.53,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Ackley_10D__seed44.json
mfdro_stage2_v3,Greedy-MES,Ackley_10D,45,5.2664954392188825,100,6,,658.0,0.38,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Ackley_10D__seed45.json
mfdro_stage2_v3,Greedy-MES,Ackley_10D,46,6.108225500846132,100,6,,325.0,0.75,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Ackley_10D__seed46.json
mfdro_stage2_v3,Greedy-MES,Borehole_8D,42,59.18151691534547,100,3,,142.0,0.58,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Borehole_8D__seed42.json
mfdro_stage2_v3,Greedy-MES,Borehole_8D,43,40.11142367385992,100,6,,175.0,0.25,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Borehole_8D__seed43.json
mfdro_stage2_v3,Greedy-MES,Borehole_8D,44,39.41311511204236,100,2,,143.0,0.57,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Borehole_8D__seed44.json
mfdro_stage2_v3,Greedy-MES,Borehole_8D,45,23.37692218330085,100,2,,167.0,0.33,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Borehole_8D__seed45.json
mfdro_stage2_v3,Greedy-MES,Borehole_8D,46,61.53000107185363,100,7,,132.0,0.68,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Borehole_8D__seed46.json
mfdro_stage2_v3,Greedy-MES,Currin_2D,42,0.022594513118932014,100,4,,128.0,0.86,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Currin_2D__seed42.json
mfdro_stage2_v3,Greedy-MES,Currin_2D,43,0.005876786640030218,100,7,,126.0,0.87,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Currin_2D__seed43.json
mfdro_stage2_v3,Greedy-MES,Currin_2D,44,0.010549137572889222,100,7,,124.0,0.88,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Currin_2D__seed44.json
mfdro_stage2_v3,Greedy-MES,Currin_2D,45,0.10219796769011502,100,3,,126.0,0.87,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Currin_2D__seed45.json
mfdro_stage2_v3,Greedy-MES,Currin_2D,46,0.00014215180244114833,100,3,,126.0,0.87,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Currin_2D__seed46.json
mfdro_stage2_v3,Greedy-MES,Hartmann_6D,42,0.4686577660874178,100,4,,135.0,0.95,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Hartmann_6D__seed42.json
mfdro_stage2_v3,Greedy-MES,Hartmann_6D,43,0.35817198667585304,100,2,,254.0,0.78,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Hartmann_6D__seed43.json
mfdro_stage2_v3,Greedy-MES,Hartmann_6D,44,0.40775048702746997,100,6,,149.0,0.93,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Hartmann_6D__seed44.json
mfdro_stage2_v3,Greedy-MES,Hartmann_6D,45,0.5934033362142546,100,4,,149.0,0.93,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Hartmann_6D__seed45.json
mfdro_stage2_v3,Greedy-MES,Hartmann_6D,46,0.43611623926333687,100,3,,142.0,0.94,results/mfdro_stage2_v3/checkpoints/Greedy-MES__Hartmann_6D__seed46.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,42,1.1163583095050251,100,2,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__MF-DRO__seed42.mf.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,43,1.6603416649119878,100,1,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__MF-DRO__seed43.mf.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,44,1.692827316081043,100,1,,462.0,0.98,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__MF-DRO__seed44.mf.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,45,1.5282845898307709,100,1,,462.0,0.98,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__MF-DRO__seed45.mf.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,46,0.5762564077388594,100,1,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__MF-DRO__seed46.mf.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,42,2.474271671725574,100,1,,,,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed42.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,43,2.3996893379521973,100,1,,,,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed43.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,44,1.8116059898598431,100,1,,,,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed44.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,45,0.7705534100922398,100,1,,,,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed45.json
mfdro_stage2_v3,Hartmann_6D,Hartmann_6D,46,1.6316366894569532,100,1,,,,results/mfdro_stage2_v3/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed46.json
mfdro_stage2_v3,MF-DRO,Ackley_10D,42,6.3213641135993655,100,3,,854.0,0.94,results/mfdro_stage2_v3/checkpoints/MF-DRO__Ackley_10D__seed42.json
mfdro_stage2_v3,MF-DRO,Ackley_10D,43,4.490220661144633,100,2,,935.0,0.85,results/mfdro_stage2_v3/checkpoints/MF-DRO__Ackley_10D__seed43.json
mfdro_stage2_v3,MF-DRO,Ackley_10D,44,7.586143899109469,100,1,,836.0,0.96,results/mfdro_stage2_v3/checkpoints/MF-DRO__Ackley_10D__seed44.json
mfdro_stage2_v3,MF-DRO,Ackley_10D,45,5.879235048277959,100,2,,872.0,0.92,results/mfdro_stage2_v3/checkpoints/MF-DRO__Ackley_10D__seed45.json
mfdro_stage2_v3,MF-DRO,Ackley_10D,46,6.233545300739966,100,3,,854.0,0.94,results/mfdro_stage2_v3/checkpoints/MF-DRO__Ackley_10D__seed46.json
mfdro_stage2_v3,MF-DRO,Borehole_8D,42,49.289037222860316,100,6,,330.0,0.46,results/mfdro_stage2_v3/checkpoints/MF-DRO__Borehole_8D__seed42.json
mfdro_stage2_v3,MF-DRO,Borehole_8D,43,65.76910552430374,100,6,,376.0,0.0,results/mfdro_stage2_v3/checkpoints/MF-DRO__Borehole_8D__seed43.json
mfdro_stage2_v3,MF-DRO,Borehole_8D,44,55.424608368596694,100,5,,330.0,0.46,results/mfdro_stage2_v3/checkpoints/MF-DRO__Borehole_8D__seed44.json
mfdro_stage2_v3,MF-DRO,Borehole_8D,45,72.60704738593148,100,1,,344.0,0.32,results/mfdro_stage2_v3/checkpoints/MF-DRO__Borehole_8D__seed45.json
mfdro_stage2_v3,MF-DRO,Borehole_8D,46,36.19358649777013,100,12,,352.0,0.24,results/mfdro_stage2_v3/checkpoints/MF-DRO__Borehole_8D__seed46.json
mfdro_stage2_v3,MF-DRO,Currin_2D,42,0.2831829736302023,100,2,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Currin_2D__seed42.json
mfdro_stage2_v3,MF-DRO,Currin_2D,43,0.8212010561372995,100,2,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Currin_2D__seed43.json
mfdro_stage2_v3,MF-DRO,Currin_2D,44,0.018928380281099777,100,2,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Currin_2D__seed44.json
mfdro_stage2_v3,MF-DRO,Currin_2D,45,0.3785185107100393,100,1,,166.0,0.95,results/mfdro_stage2_v3/checkpoints/MF-DRO__Currin_2D__seed45.json
mfdro_stage2_v3,MF-DRO,Currin_2D,46,0.03461869644495863,100,1,,160.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Currin_2D__seed46.json
mfdro_stage2_v3,MF-DRO,Hartmann_6D,42,1.1163583095050251,100,2,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/MF-DRO__Hartmann_6D__seed42.json
mfdro_stage2_v3,MF-DRO,Hartmann_6D,43,1.6603416649119878,100,1,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/MF-DRO__Hartmann_6D__seed43.json
mfdro_stage2_v3,MF-DRO,Hartmann_6D,44,1.692827316081043,100,1,,462.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Hartmann_6D__seed44.json
mfdro_stage2_v3,MF-DRO,Hartmann_6D,45,1.5282845898307709,100,1,,462.0,0.98,results/mfdro_stage2_v3/checkpoints/MF-DRO__Hartmann_6D__seed45.json
mfdro_stage2_v3,MF-DRO,Hartmann_6D,46,0.5762564077388594,100,1,,469.0,0.97,results/mfdro_stage2_v3/checkpoints/MF-DRO__Hartmann_6D__seed46.json
mfdro_stage2_v3,SF-DRO,Ackley_10D,42,7.918084166996525,100,1,,1000.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Ackley_10D__seed42.json
mfdro_stage2_v3,SF-DRO,Ackley_10D,43,8.038853447392043,100,1,,1000.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Ackley_10D__seed43.json
mfdro_stage2_v3,SF-DRO,Ackley_10D,44,8.38534380333136,100,1,,1000.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Ackley_10D__seed44.json
mfdro_stage2_v3,SF-DRO,Ackley_10D,45,8.140525314465718,100,1,,1000.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Ackley_10D__seed45.json
mfdro_stage2_v3,SF-DRO,Ackley_10D,46,7.191754263360407,100,1,,1000.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Ackley_10D__seed46.json
mfdro_stage2_v3,SF-DRO,Borehole_8D,42,56.82021716465829,100,3,,200.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Borehole_8D__seed42.json
mfdro_stage2_v3,SF-DRO,Borehole_8D,43,49.86661519947745,100,3,,200.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Borehole_8D__seed43.json
mfdro_stage2_v3,SF-DRO,Borehole_8D,44,85.44412715105557,100,2,,200.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Borehole_8D__seed44.json
mfdro_stage2_v3,SF-DRO,Borehole_8D,45,56.12353457116507,100,4,,200.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Borehole_8D__seed45.json
mfdro_stage2_v3,SF-DRO,Borehole_8D,46,93.70205575457788,100,2,,200.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Borehole_8D__seed46.json
mfdro_stage2_v3,SF-DRO,Currin_2D,42,0.0028643529744449836,100,2,,300.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Currin_2D__seed42.json
mfdro_stage2_v3,SF-DRO,Currin_2D,43,0.17016820824344414,100,3,,300.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Currin_2D__seed43.json
mfdro_stage2_v3,SF-DRO,Currin_2D,44,0.43804782923356456,100,3,,300.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Currin_2D__seed44.json
mfdro_stage2_v3,SF-DRO,Currin_2D,45,0.013682569438058678,100,4,,300.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Currin_2D__seed45.json
mfdro_stage2_v3,SF-DRO,Currin_2D,46,0.23294630989194332,100,2,,300.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Currin_2D__seed46.json
mfdro_stage2_v3,SF-DRO,Hartmann_6D,42,2.474271671725574,100,1,,800.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Hartmann_6D__seed42.json
mfdro_stage2_v3,SF-DRO,Hartmann_6D,43,2.3996893379521973,100,1,,800.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Hartmann_6D__seed43.json
mfdro_stage2_v3,SF-DRO,Hartmann_6D,44,1.8116059898598431,100,1,,800.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Hartmann_6D__seed44.json
mfdro_stage2_v3,SF-DRO,Hartmann_6D,45,0.7705534100922398,100,1,,800.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Hartmann_6D__seed45.json
mfdro_stage2_v3,SF-DRO,Hartmann_6D,46,1.6316366894569532,100,1,,800.0,,results/mfdro_stage2_v3/checkpoints/SF-DRO__Hartmann_6D__seed46.json
mfdro_stage2_v3_mini,Greedy-MES,Hartmann_6D,42,0.6095853410171861,66,2,1,80.0,0.9696969696969697,results/mfdro_stage2_v3_mini/checkpoints/Greedy-MES__Hartmann_6D__seed42.json
mfdro_stage2_v3_mini,Greedy-MES,Hartmann_6D,43,0.2963756335688963,52,2,1,87.0,0.9038461538461539,results/mfdro_stage2_v3_mini/checkpoints/Greedy-MES__Hartmann_6D__seed43.json
mfdro_stage2_v3_mini,Hartmann_6D,Hartmann_6D,42,2.3190220394296657,10,1,,,,results/mfdro_stage2_v3_mini/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed42.json
mfdro_stage2_v3_mini,Hartmann_6D,Hartmann_6D,43,2.3724704706180564,10,1,,,,results/mfdro_stage2_v3_mini/checkpoints/Hartmann_6D__SF-DRO-rotate-MES__seed43.json
mfdro_stage2_v3_mini,MF-DRO,Hartmann_6D,42,0.7572021917335308,14,1,0,354.0,0.2857142857142857,results/mfdro_stage2_v3_mini/checkpoints/MF-DRO__Hartmann_6D__seed42.json
mfdro_stage2_v3_mini,MF-DRO,Hartmann_6D,43,1.590656286959615,66,2,1,350.0,0.9696969696969697,results/mfdro_stage2_v3_mini/checkpoints/MF-DRO__Hartmann_6D__seed43.json
mfdro_stage2_v3_mini,SF-DRO,Hartmann_6D,42,2.3190220394296657,10,1,0,80.0,,results/mfdro_stage2_v3_mini/checkpoints/SF-DRO__Hartmann_6D__seed42.json
mfdro_stage2_v3_mini,SF-DRO,Hartmann_6D,43,2.3724704706180564,10,1,0,80.0,,results/mfdro_stage2_v3_mini/checkpoints/SF-DRO__Hartmann_6D__seed43.json
mfdro_synthetic_expert,Ackley_10D,Ackley_10D,42,2.0720201478576468,100,8,7,1700.0,0.0,results/mfdro_synthetic_expert/checkpoints/Ackley_10D__synthetic_expert__seed42.json
mfdro_synthetic_expert,Ackley_10D,Ackley_10D,43,2.9566982774220745,100,5,4,1700.0,0.0,results/mfdro_synthetic_expert/checkpoints/Ackley_10D__synthetic_expert__seed43.json
mfdro_synthetic_expert,Ackley_10D,Ackley_10D,44,3.336419572609963,100,8,7,1700.0,0.0,results/mfdro_synthetic_expert/checkpoints/Ackley_10D__synthetic_expert__seed44.json
mfdro_synthetic_expert,Hartmann_6D,Hartmann_6D,42,1.3569714806902433,100,5,4,1148.0,0.0,results/mfdro_synthetic_expert/checkpoints/Hartmann_6D__synthetic_expert__seed42.json
mfdro_synthetic_expert,Hartmann_6D,Hartmann_6D,43,1.6603416649119878,100,1,0,1148.0,0.0,results/mfdro_synthetic_expert/checkpoints/Hartmann_6D__synthetic_expert__seed43.json
mfdro_synthetic_expert,Hartmann_6D,Hartmann_6D,44,1.692827316081043,100,1,0,1148.0,0.0,results/mfdro_synthetic_expert/checkpoints/Hartmann_6D__synthetic_expert__seed44.json
mfdro_synthetic_expert_v2,Hartmann_6D,Hartmann_6D,42,1.4187198514537183,100,5,4,1148.0,0.0,results/mfdro_synthetic_expert_v2/checkpoints/Hartmann_6D__synthetic_expert__seed42.json
mfdro_synthetic_expert_v2,Hartmann_6D,Hartmann_6D,43,1.6603416649119878,100,1,0,1148.0,0.0,results/mfdro_synthetic_expert_v2/checkpoints/Hartmann_6D__synthetic_expert__seed43.json
mfdro_synthetic_expert_v2,Hartmann_6D,Hartmann_6D,44,1.692827316081043,100,1,0,1148.0,0.0,results/mfdro_synthetic_expert_v2/checkpoints/Hartmann_6D__synthetic_expert__seed44.json
mfdro_takeno_sidecheck,Hartmann_6D,Hartmann_6D,42,3.109587614383969,5,1,,32.0,1.0,results/mfdro_takeno_sidecheck/checkpoints/Hartmann_6D__MF-DRO-TakenoMES__seed42.mf.json
mfdro_thompson_improvement_smoke,Hartmann_6D,Hartmann_6D,42,0.7572021917335308,121,1,0,510.0,0.859504132231405,results/mfdro_thompson_improvement_smoke/checkpoints/Hartmann_6D__seed42.json
mfdro_thompson_improvement_smoke,Hartmann_6D,Hartmann_6D,43,1.7097756724349342,226,2,1,510.0,0.9911504424778761,results/mfdro_thompson_improvement_smoke/checkpoints/Hartmann_6D__seed43.json
mfdro_thompson_improvement_smoke,Hartmann_6D,Hartmann_6D,44,1.3105732388472147,212,1,0,510.0,0.9811320754716981,results/mfdro_thompson_improvement_smoke/checkpoints/Hartmann_6D__seed44.json
mfdro_timestepfix_check,Hartmann_6D,Hartmann_6D,42,2.249362654800415,6,4,,54.0,0.5,results/mfdro_timestepfix_check/checkpoints/Hartmann_6D__MF-DRO-TimestepFix__seed42.mf.json
mfdro_ucb_refinement_test,BASELINE,,42,1.046099066010619,379,2,1,748.0,0.9920844327176781,results/mfdro_ucb_refinement_test/checkpoints/BASELINE__seed42.json
mfdro_ucb_refinement_test,BASELINE,,43,1.6603416649119878,379,1,0,748.0,0.9920844327176781,results/mfdro_ucb_refinement_test/checkpoints/BASELINE__seed43.json
mfdro_ucb_refinement_test,BASELINE,,44,1.692827316081043,386,1,0,748.0,0.9948186528497409,results/mfdro_ucb_refinement_test/checkpoints/BASELINE__seed44.json
mfdro_ucb_refinement_test,REFINED_UCB,,42,0.5000335331739674,386,2,1,748.0,0.9948186528497409,results/mfdro_ucb_refinement_test/checkpoints/REFINED_UCB__seed42.json
mfdro_ucb_refinement_test,REFINED_UCB,,43,0.7164148182248682,372,1,0,748.0,0.989247311827957,results/mfdro_ucb_refinement_test/checkpoints/REFINED_UCB__seed43.json
mfdro_ucb_refinement_test,REFINED_UCB,,44,0.5578286318429688,386,1,0,748.0,0.9948186528497409,results/mfdro_ucb_refinement_test/checkpoints/REFINED_UCB__seed44.json
roi_state_audit,Ackley_5D,Ackley_5D,43,0.11552734080019578,20,10,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-Original__seed43.json
roi_state_audit,Ackley_5D,Ackley_5D,44,0.7839983499217316,20,14,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-Original__seed44.json
roi_state_audit,Ackley_5D,Ackley_5D,45,0.16224424722952024,20,10,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-Original__seed45.json
roi_state_audit,Ackley_5D,Ackley_5D,43,0.21871195453632142,20,13,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-ROISigmaIQR__seed43.json
roi_state_audit,Ackley_5D,Ackley_5D,44,0.43283638696794613,20,13,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-ROISigmaIQR__seed44.json
roi_state_audit,Ackley_5D,Ackley_5D,45,0.4197142471001176,20,7,,,,results/roi_state_audit/checkpoints/Ackley_5D__DRO-ROISigmaIQR__seed45.json
roi_state_audit,Hartmann_6D,Hartmann_6D,42,2.3750442062587576,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Original__seed42.json
roi_state_audit,Hartmann_6D,Hartmann_6D,43,2.127063094736726,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Original__seed43.json
roi_state_audit,Hartmann_6D,Hartmann_6D,44,2.377186423978743,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Original__seed44.json
roi_state_audit,Hartmann_6D,Hartmann_6D,42,2.9936783751804636,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Slim8Dim__seed42.json
roi_state_audit,Hartmann_6D,Hartmann_6D,43,2.8850206285343147,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Slim8Dim__seed43.json
roi_state_audit,Hartmann_6D,Hartmann_6D,44,2.42868996450189,20,1,,,,results/roi_state_audit/checkpoints/Hartmann_6D__DRO-Slim8Dim__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.12003636094020864,50,7,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Dynamic__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.04550018598493866,50,13,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Dynamic__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.17692457677224072,50,8,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Dynamic__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Dynamic__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Dynamic__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.07432596259686308,50,12,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Fixed__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.028567594525853668,50,6,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Fixed__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.06125340407316715,50,15,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Fixed__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Fixed__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Fixed__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.13032574182069157,50,7,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Floored__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.033105165134895476,50,14,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Floored__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.24347441681777982,50,11,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Floored__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Floored__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Floored__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.05153512065921406,50,9,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.25__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.02461103317130453,50,7,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.25__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.16222741578595334,50,8,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.25__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.25__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.25__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.04633467018715409,50,10,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.5__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.07091278744225393,50,9,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.5__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.07945172742633888,50,12,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.5__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.5__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.5__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.057857305792321956,50,10,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.75__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.030908081611010108,50,8,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.75__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.04114514323946539,50,6,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.75__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.75__seed45.json
rtg_schema,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.75__seed46.json
rtg_schema,Ackley_2D,Ackley_2D,42,0.013338476752679629,50,10,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.9__seed42.json
rtg_schema,Ackley_2D,Ackley_2D,43,0.046198498970309476,50,8,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.9__seed43.json
rtg_schema,Ackley_2D,Ackley_2D,44,0.07411386958587984,50,7,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.9__seed44.json
rtg_schema,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,50,1,,,,results/rtg_schema/checkpoints/Ackley_2D__DRO_Quantile_0.9__seed45.json
