exp,method,benchmark,seed,final_regret,n_iters,distinct_regret,incumbent_improved,final_cost,lf_fraction,path
mes_switching,Ackley_5D,Ackley_5D,42,1.467480564856889,50,8,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-EI__seed42.json
mes_switching,Ackley_5D,Ackley_5D,43,2.2811961971242245,50,14,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-EI__seed43.json
mes_switching,Ackley_5D,Ackley_5D,44,2.5012559763402646,50,9,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-EI__seed44.json
mes_switching,Ackley_5D,Ackley_5D,45,2.244375741509565,50,14,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-EI__seed45.json
mes_switching,Ackley_5D,Ackley_5D,46,1.7318606499475746,50,10,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-EI__seed46.json
mes_switching,Ackley_5D,Ackley_5D,42,1.5710013913028686,50,8,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-MES__seed42.json
mes_switching,Ackley_5D,Ackley_5D,43,1.505796634830752,50,11,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-MES__seed43.json
mes_switching,Ackley_5D,Ackley_5D,44,6.802034250343803,50,2,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-MES__seed44.json
mes_switching,Ackley_5D,Ackley_5D,45,0.9175900476888867,50,10,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-MES__seed45.json
mes_switching,Ackley_5D,Ackley_5D,46,3.198150012192358,50,5,,,,results/mes_switching/checkpoints/Ackley_5D__NaiveBO-MES__seed46.json
mes_switching,Currin_2D,Currin_2D,42,0.9898316612317419,50,8,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-Impr__seed42.json
mes_switching,Currin_2D,Currin_2D,43,0.18433249064305812,50,3,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-Impr__seed43.json
mes_switching,Currin_2D,Currin_2D,44,0.7016124463600555,50,2,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-Impr__seed44.json
mes_switching,Currin_2D,Currin_2D,45,0.00579398914718432,50,7,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-Impr__seed45.json
mes_switching,Currin_2D,Currin_2D,46,7.068992819370123e-05,50,3,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-Impr__seed46.json
mes_switching,Currin_2D,Currin_2D,42,0.001444297481057788,50,13,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-MES__seed42.json
mes_switching,Currin_2D,Currin_2D,43,0.13864667055464075,50,2,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-MES__seed43.json
mes_switching,Currin_2D,Currin_2D,44,2.1629217559095135,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-MES__seed44.json
mes_switching,Currin_2D,Currin_2D,45,0.0011407667806757615,50,5,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-MES__seed45.json
mes_switching,Currin_2D,Currin_2D,46,0.10481874463648388,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-EI-MES__seed46.json
mes_switching,Currin_2D,Currin_2D,42,0.8946879682104143,50,4,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-Impr__seed42.json
mes_switching,Currin_2D,Currin_2D,43,0.04584066265666564,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-Impr__seed43.json
mes_switching,Currin_2D,Currin_2D,44,0.6906179359968032,50,2,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-Impr__seed44.json
mes_switching,Currin_2D,Currin_2D,45,0.5259154814075941,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-Impr__seed45.json
mes_switching,Currin_2D,Currin_2D,46,1.2463441095145065,50,3,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-Impr__seed46.json
mes_switching,Currin_2D,Currin_2D,42,2.4833249309140477,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-MES__seed42.json
mes_switching,Currin_2D,Currin_2D,43,0.021785570875156424,50,2,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-MES__seed43.json
mes_switching,Currin_2D,Currin_2D,44,0.47325459296884986,50,3,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-MES__seed44.json
mes_switching,Currin_2D,Currin_2D,45,0.037686531875484874,50,1,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-MES__seed45.json
mes_switching,Currin_2D,Currin_2D,46,0.14951012361592753,50,5,,,,results/mes_switching/checkpoints/Currin_2D__DRO-MES-MES__seed46.json
mes_switching,Currin_2D,Currin_2D,42,0.049454577286871526,50,16,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-EI__seed42.json
mes_switching,Currin_2D,Currin_2D,43,0.001986919544615162,50,20,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-EI__seed43.json
mes_switching,Currin_2D,Currin_2D,44,0.04148387538072562,50,10,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-EI__seed44.json
mes_switching,Currin_2D,Currin_2D,45,0.0006217498728613435,50,30,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-EI__seed45.json
mes_switching,Currin_2D,Currin_2D,46,9.978242696107031e-06,50,8,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-EI__seed46.json
mes_switching,Currin_2D,Currin_2D,42,0.0002575478173554302,50,14,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-MES__seed42.json
mes_switching,Currin_2D,Currin_2D,43,4.664258204556404e-06,50,6,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-MES__seed43.json
mes_switching,Currin_2D,Currin_2D,44,3.6925800017684196e-07,50,12,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-MES__seed44.json
mes_switching,Currin_2D,Currin_2D,45,2.7567819106621982e-05,50,11,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-MES__seed45.json
mes_switching,Currin_2D,Currin_2D,46,2.213758168068125e-05,50,13,,,,results/mes_switching/checkpoints/Currin_2D__NaiveBO-MES__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,1.655679054995392,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-Impr__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,2.0965424246196953,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-Impr__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-Impr__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,2.647932528487601,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-Impr__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,2.857192215711494,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-Impr__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,1.8476766491473755,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-MES__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,1.9375191066016968,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-MES__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-MES__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,2.6577964655466433,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-MES__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,2.6533810545926664,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-EI-MES__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,2.538480375531085,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-Impr__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,2.127063094736726,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-Impr__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-Impr__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,2.6577964655466433,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-Impr__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,2.8483528796682474,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-Impr__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,1.7879083518010708,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-MES__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,2.054341776560287,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-MES__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,2.377186423978743,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-MES__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,2.6577964655466433,50,1,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-MES__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,2.929788187669135,50,2,,,,results/mes_switching/checkpoints/Hartmann_6D__DRO-MES-MES__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,0.056296673899169036,50,15,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-EI__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,0.1323972777395599,50,15,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-EI__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,0.042313267690991196,50,17,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-EI__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,1.1251755509321404,50,18,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-EI__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,0.060915864192296,50,13,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-EI__seed46.json
mes_switching,Hartmann_6D,Hartmann_6D,42,0.059745054985994805,50,11,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-MES__seed42.json
mes_switching,Hartmann_6D,Hartmann_6D,43,0.16998531206075107,50,14,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-MES__seed43.json
mes_switching,Hartmann_6D,Hartmann_6D,44,0.035081663761938664,50,9,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-MES__seed44.json
mes_switching,Hartmann_6D,Hartmann_6D,45,0.14937543644020623,50,18,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-MES__seed45.json
mes_switching,Hartmann_6D,Hartmann_6D,46,0.03386095998129557,50,12,,,,results/mes_switching/checkpoints/Hartmann_6D__NaiveBO-MES__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,11.186075463419272,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-Impr__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,7.481722619497396,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-Impr__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,1.1294229380984924,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-Impr__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,4.652550333289625,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-Impr__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,3.615330603781703,50,5,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-Impr__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,2.618106014754275,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-MES__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,3.555422335556431,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-MES__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,1.564282577234205,50,3,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-MES__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,0.5425822849590506,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-MES__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,0.31836118456705953,50,6,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-EI-MES__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,36.84849331831986,50,1,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-Impr__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,34.7133007354397,50,3,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-Impr__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,8.186661330545295,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-Impr__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,99.73717989684444,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-Impr__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,52.99818327194951,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-Impr__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,21.712413418385815,50,3,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-MES__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,4.5997950822508935,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-MES__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,0.6251394348477188,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-MES__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,3.8542746970722397,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-MES__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,4.2793164952127105,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__DRO-MES-MES__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,6.623645366435156,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-EI__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,7.034046587897585,50,5,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-EI__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,1.4481255673815432,50,6,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-EI__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,5.4710422909626395,50,5,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-EI__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,4.919561935581343,50,7,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-EI__seed46.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,42,7.859342363727083,50,5,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-MES__seed42.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,43,6.001752201106396,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-MES__seed43.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,44,11.092194498456927,50,4,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-MES__seed44.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,45,7.9565426260185514,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-MES__seed45.json
mes_switching,Rosenbrock_2D,Rosenbrock_2D,46,7.649504669589217,50,2,,,,results/mes_switching/checkpoints/Rosenbrock_2D__NaiveBO-MES__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.21806218713675607,200,26,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-Impr__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.2521358026146179,200,22,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-Impr__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.1897332948964885,200,20,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-Impr__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.28074966007056945,200,27,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-Impr__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.40149088323450544,200,19,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-Impr__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.20000682913237045,200,21,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-MES__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.22737892859191833,200,28,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-MES__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.16554204761803293,200,29,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-MES__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.17937625584257377,200,25,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-MES__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.4766898975431144,200,27,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-MES__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.23209426539616063,200,24,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-jointMES__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.37672057092282474,200,26,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-jointMES__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.19281005089092362,200,26,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-jointMES__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.22105949344581122,200,27,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-jointMES__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.12311979782812132,200,28,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-MES-jointMES__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.28032305414606684,200,20,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-Impr__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.23485209247423855,200,18,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-Impr__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.17884229908791527,200,33,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-Impr__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.12311821189608141,200,32,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-Impr__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.10351575383055023,200,33,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-Impr__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.15423776237032572,200,25,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-MES__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.1596197948898852,200,24,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-MES__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.19379693533766984,200,29,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-MES__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.18385836683200596,200,30,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-MES__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.8673939634083472,200,25,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-MES__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,0.18930219854069152,200,23,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-jointMES__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,0.2203613532292228,200,21,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-jointMES__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,0.22894912247559107,200,23,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-jointMES__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,0.1882458729676384,200,22,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-jointMES__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,0.22209825507174985,200,24,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__DRO-rotate-jointMES__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,18.485802955619306,200,4,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-EI__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,19.497418420368113,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-EI__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,19.264749513421375,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-EI__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,18.658622673743917,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-EI__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,19.575200489880842,200,3,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-EI__seed46.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,42,19.138864384636697,200,4,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-MES__seed42.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,43,19.37087263030724,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-MES__seed43.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,44,19.500330009815567,200,3,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-MES__seed44.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,45,19.450466383287974,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-MES__seed45.json
mes_switching_v2_cluster,Ackley_10D,Ackley_10D,46,19.385451541282833,200,2,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_10D__NaiveBO-MES__seed46.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,42,0.04071495759944499,200,8,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-Impr__seed42.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,43,0.01500480972558238,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-Impr__seed43.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,44,0.007648199035113823,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-Impr__seed44.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-Impr__seed45.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-Impr__seed46.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,42,0.02059147670484096,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-MES__seed42.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,43,0.02286710774722467,200,15,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-MES__seed43.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,44,0.02003432863542942,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-MES__seed44.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-MES__seed45.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-MES__seed46.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,42,0.03650693005972672,200,11,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-jointMES__seed42.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,43,0.02131461351669417,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-jointMES__seed43.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,44,0.022801305543844297,200,14,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-jointMES__seed44.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-jointMES__seed45.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-MES-jointMES__seed46.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,42,0.01171051312659488,200,9,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-Impr__seed42.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,43,0.15730075144252043,200,10,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-Impr__seed43.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,44,0.020241086547262643,200,17,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-Impr__seed44.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,45,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-Impr__seed45.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,46,4.440892098500626e-16,200,1,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-Impr__seed46.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,42,0.016526812896615173,200,15,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-MES__seed42.json
mes_switching_v2_cluster,Ackley_2D,Ackley_2D,43,0.02041431091849022,200,13,,,,results/mes_switching_v2_cluster/checkpoints/Ackley_2D__DRO-rotate-MES__seed43.json
